,pval_outlier
ZNF436_+_23694761.23-P1-2,0.6808
ZNF436_+_23694783.23-P1-1,0.9214
ZNF436_+_23694783.23-P1-2,0.8266
ZNF436_-_23694766.23-P1-2,0.8266
ZNF436_-_23696053.23-P2-1,1.0
ZNF436_-_23696053.23-P2-2,1.0
ZNF436_-_23696122.23-P2-1,1.0
ZNF436_-_23696122.23-P2-2,1.0
ZNF436_-_23696253.23-P2-1,1.0
ZNF436_-_23696253.23-P2-2,1.0
ZNF438_+_31288227.23-P2-1,1.0
ZNF438_+_31288227.23-P2-2,1.0
ZNF438_-_31320790.23-P1-1,1.0
ZNF438_-_31320790.23-P1-2,0.8209
ZNF438_-_31320821.23-P1-1,0.9984
ZNF438_-_31320821.23-P1-2,1.0
ZNF439_+_11959576.23-P1P2-1,0.9979
ZNF439_+_11959651.23-P1P2-1,0.9707
ZNF439_+_11959651.23-P1P2-2,0.9912
ZNF43_+_22018618.23-P1-2,0.9999
ZNF43_-_22018571.23-P1-2,1.0
ZNF43_-_22018587.23-P1-1,1.0
ZNF43_-_22034824.23-P2-1,1.0
ZNF43_-_22034835.23-P2-1,1.0
ZNF43_-_22034835.23-P2-2,1.0
ZNF43_-_22034855.23-P2-1,1.0
ZNF43_-_22034855.23-P2-2,1.0
ZNF440_+_11925101.23-P1P2-1,1.0
ZNF440_+_11925101.23-P1P2-2,1.0
ZNF440_+_11925170.23-P1P2-1,1.0
ZNF440_+_11925170.23-P1P2-2,1.0
ZNF440_-_11925129.23-P1P2-1,1.0
ZNF440_-_11925129.23-P1P2-2,1.0
ZNF441_+_11877881.23-P1P2-1,0.7186
ZNF441_+_11878129.23-P1P2-2,0.7186
ZNF441_-_11877838.23-P1P2-1,0.9366
ZNF442_+_12476378.23-P1P2-1,1.0
ZNF442_+_12476378.23-P1P2-2,1.0
ZNF442_-_12476385.23-P1P2-1,1.0
ZNF442_-_12476385.23-P1P2-2,1.0
ZNF442_-_12476405.23-P1P2-1,1.0
ZNF442_-_12476405.23-P1P2-2,1.0
ZNF443_+_12551747.23-P1P2-1,1.0
ZNF443_+_12551747.23-P1P2-2,1.0
ZNF443_+_12551774.23-P1P2-1,1.0
ZNF443_+_12551774.23-P1P2-2,1.0
ZNF443_+_12551790.23-P1P2-1,1.0
ZNF443_+_12551790.23-P1P2-2,1.0
ZNF445_+_44519088.23-P1P2-1,1.0
ZNF445_+_44519088.23-P1P2-2,1.0
ZNF445_+_44519091.23-P1P2-1,1.0
ZNF445_+_44519091.23-P1P2-2,1.0
ZNF445_-_44518960.23-P1P2-1,1.0
ZNF445_-_44518960.23-P1P2-2,1.0
ZNF446_+_58987548.23-P1P2-1,0.9912
ZNF446_+_58987548.23-P1P2-2,0.9214
ZNF446_+_58987553.23-P1P2-1,0.9999
ZNF449_+_134478789.23-P1P2-1,1.0
ZNF449_+_134478789.23-P1P2-2,1.0
ZNF449_-_134478749.23-P1P2-1,1.0
ZNF449_-_134478783.23-P1P2-1,1.0
ZNF449_-_134478783.23-P1P2-2,1.0
ZNF44_+_12405544.23-P1P2-1,1.0
ZNF44_+_12405544.23-P1P2-2,1.0
ZNF44_-_12405620.23-P1P2-1,1.0
ZNF44_-_12405620.23-P1P2-2,1.0
ZNF44_-_12405628.23-P1P2-1,1.0
ZNF44_-_12405628.23-P1P2-2,1.0
ZNF451_+_56954915.23-P1P2-1,1.0
ZNF451_+_56954915.23-P1P2-2,1.0
ZNF451_-_56954869.23-P1P2-1,1.0
ZNF451_-_56954869.23-P1P2-2,1.0
ZNF451_-_56955001.23-P1P2-1,1.0
ZNF451_-_56955001.23-P1P2-2,1.0
ZNF454_+_178368262.23-P1P2-1,0.8266
ZNF454_+_178368262.23-P1P2-2,0.9912
ZNF454_-_178368305.23-P1P2-1,0.9912
ZNF45_+_44439365.23-P1P2-1,1.0
ZNF45_+_44439365.23-P1P2-2,1.0
ZNF45_-_44439194.23-P1P2-1,1.0
ZNF45_-_44439194.23-P1P2-2,1.0
ZNF45_-_44439400.23-P1P2-1,1.0
ZNF45_-_44439400.23-P1P2-2,1.0
ZNF460_+_57791970.23-P1P2-1,0.367
ZNF460_+_57791970.23-P1P2-2,1.0
ZNF460_-_57791895.23-P1P2-1,0.8792
ZNF460_-_57791895.23-P1P2-2,0.9984
ZNF460_-_57791922.23-P1P2-1,0.9984
ZNF461_+_37157697.23-P1P2-2,0.8266
ZNF461_+_37157711.23-P1P2-1,0.8266
ZNF461_+_37157711.23-P1P2-2,0.8266
ZNF461_+_37157727.23-P1P2-1,0.9214
ZNF462_+_109625487.23-P1P2-1,0.9912
ZNF462_+_109625487.23-P1P2-2,0.8266
ZNF462_-_109625686.23-P1P2-1,0.9214
ZNF462_-_109625686.23-P1P2-2,0.9214
ZNF467_-_149470409.23-P1P2-2,1.0
ZNF467_-_149470550.23-P1P2-1,1.0
ZNF467_-_149470550.23-P1P2-2,1.0
ZNF467_-_149470678.23-P1P2-1,1.0
ZNF468_-_53360488.23-P1P2-2,1.0
ZNF468_-_53360493.23-P1P2-1,1.0
ZNF468_-_53360493.23-P1P2-2,1.0
ZNF468_-_53360616.23-P1P2-1,1.0
ZNF468_-_53360616.23-P1P2-2,1.0
ZNF469_+_88493908.23-ENST00000437464.1-1,0.9964
ZNF469_+_88493908.23-ENST00000437464.1-2,0.661
ZNF469_+_88493912.23-ENST00000437464.1-1,1.0
ZNF469_+_88493912.23-ENST00000437464.1-2,1.0
ZNF469_+_88493977.23-ENST00000437464.1-1,0.367
ZNF470_-_57078861.23-P1P2-2,1.0
ZNF470_-_57078910.23-P1P2-1,1.0
ZNF470_-_57078910.23-P1P2-2,1.0
ZNF470_-_57078933.23-P1P2-1,1.0
ZNF470_-_57078933.23-P1P2-2,1.0
ZNF471_-_57019270.23-P1P2-1,0.9984
ZNF471_-_57019270.23-P1P2-2,1.0
ZNF471_-_57019282.23-P1P2-2,0.9731
ZNF471_-_57019288.23-P1P2-1,0.9984
ZNF471_-_57019288.23-P1P2-2,0.9984
ZNF473_+_50529255.23-P1P2-1,0.8792
ZNF473_+_50529255.23-P1P2-2,0.9926
ZNF473_-_50529296.23-P1P2-1,0.9926
ZNF473_-_50529296.23-P1P2-2,0.8209
ZNF473_-_50529299.23-P1P2-1,0.9993
ZNF473_-_50529299.23-P1P2-2,0.9984
ZNF474_-_121465285.23-P1P2-1,1.0
ZNF474_-_121465285.23-P1P2-2,1.0
ZNF474_-_121465414.23-P1P2-1,1.0
ZNF474_-_121465414.23-P1P2-2,1.0
ZNF474_-_121465667.23-P1P2-1,1.0
ZNF474_-_121465667.23-P1P2-2,1.0
ZNF479_+_57199799.23-P1P2-1,0.9912
ZNF479_-_57199888.23-P1P2-1,0.5
ZNF479_-_57199888.23-P1P2-2,0.5
ZNF479_-_57199894.23-P1P2-1,0.5
ZNF479_-_57199894.23-P1P2-2,0.9996
ZNF480_+_52800485.23-P1P2-1,1.0
ZNF480_+_52800485.23-P1P2-2,1.0
ZNF480_+_52800818.23-P1P2-1,1.0
ZNF480_+_52800818.23-P1P2-2,1.0
ZNF480_-_52800438.23-P1P2-1,1.0
ZNF483_-_114287495.23-P1P2-2,0.8266
ZNF483_-_114287643.23-P1P2-1,0.8266
ZNF483_-_114287695.23-P1P2-1,1.0
ZNF484_+_95640181.23-P1P2-1,1.0
ZNF484_+_95640181.23-P1P2-2,1.0
ZNF484_-_95640113.23-P1P2-1,1.0
ZNF484_-_95640113.23-P1P2-2,1.0
ZNF484_-_95640345.23-P1P2-1,1.0
ZNF484_-_95640345.23-P1P2-2,1.0
ZNF485_+_44101907.23-P1P2-1,0.5649
ZNF485_+_44101976.23-P1P2-1,0.9964
ZNF485_+_44101976.23-P1P2-2,1.0
ZNF485_-_44101934.23-P1P2-1,0.9999
ZNF485_-_44101934.23-P1P2-2,0.9854
ZNF486_+_20278397.23-P1P2-1,1.0
ZNF486_+_20278397.23-P1P2-2,1.0
ZNF486_+_20278439.23-P1P2-1,1.0
ZNF486_+_20278439.23-P1P2-2,1.0
ZNF486_-_20278048.23-P1P2-1,1.0
ZNF486_-_20278048.23-P1P2-2,1.0
ZNF488_+_48355054.23-P1-1,0.9854
ZNF488_+_48355054.23-P1-2,1.0
ZNF488_+_48355137.23-P1-1,0.4649
ZNF488_+_48355137.23-P1-2,0.661
ZNF488_-_48355092.23-P1-1,1.0
ZNF488_-_48355092.23-P1-2,0.8792
ZNF488_+_48359362.23-P2-1,1.0
ZNF488_+_48359362.23-P2-2,1.0
ZNF488_-_48359391.23-P2-1,1.0
ZNF488_-_48359391.23-P2-2,1.0
ZNF488_-_48359456.23-P2-1,1.0
ZNF488_-_48359456.23-P2-2,1.0
ZNF48_+_30406782.23-P1P2-2,1.0
ZNF48_+_30406981.23-P1P2-2,1.0
ZNF48_-_30406864.23-P1P2-1,1.0
ZNF48_-_30406864.23-P1P2-2,1.0
ZNF490_+_12721392.23-P1P2-1,1.0
ZNF490_+_12721531.23-P1P2-1,0.8792
ZNF490_+_12721531.23-P1P2-2,0.9964
ZNF490_-_12721454.23-P1P2-2,1.0
ZNF491_+_11909417.23-P1P2-1,0.5649
ZNF491_+_11909417.23-P1P2-2,0.9984
ZNF491_+_11909452.23-P1P2-1,0.5649
ZNF491_+_11909452.23-P1P2-2,1.0
ZNF491_+_11909593.23-P1P2-1,0.5649
ZNF491_+_11909593.23-P1P2-2,0.9997
ZNF492_+_22817429.23-P1P2-1,0.9993
ZNF492_+_22817429.23-P1P2-2,0.9731
ZNF492_+_22817535.23-P1P2-1,0.9993
ZNF492_+_22817535.23-P1P2-2,0.9731
ZNF492_-_22817155.23-P1P2-1,1.0
ZNF492_-_22817155.23-P1P2-2,0.8209
ZNF493_+_21579959.23-P1P2-2,1.0
ZNF493_-_21580123.23-P1P2-1,1.0
ZNF493_-_21580127.23-P1P2-1,1.0
ZNF493_-_21580127.23-P1P2-2,1.0
ZNF496_+_247495104.23-P1P2-1,0.9731
ZNF496_+_247495104.23-P1P2-2,0.9854
ZNF496_-_247494945.23-P1P2-1,0.9964
ZNF496_-_247495164.23-P1P2-2,0.8209
ZNF497_-_58874031.23-P1P2-1,1.0
ZNF497_-_58874076.23-P1P2-1,1.0
ZNF497_-_58874126.23-P1P2-1,1.0
ZNF497_-_58874126.23-P1P2-2,1.0
ZNF500_+_4817135.23-P1P2-1,1.0
ZNF500_+_4817135.23-P1P2-2,1.0
ZNF500_-_4817111.23-P1P2-1,1.0
ZNF500_-_4817111.23-P1P2-2,1.0
ZNF500_-_4817147.23-P1P2-1,1.0
ZNF500_-_4817147.23-P1P2-2,1.0
ZNF501_+_44771117.23-P1P2-1,1.0
ZNF501_-_44771153.23-P1P2-1,1.0
ZNF501_-_44771170.23-P1P2-1,1.0
ZNF501_-_44771170.23-P1P2-2,1.0
ZNF502_+_44754127.23-P1P2-2,0.8266
ZNF502_+_44754181.23-P1P2-2,0.5
ZNF502_-_44754191.23-P1P2-1,0.9214
ZNF502_-_44754191.23-P1P2-2,0.8266
ZNF503_+_77161444.23-P1P2-1,0.9999
ZNF503_+_77161497.23-P1P2-1,1.0
ZNF503_+_77161497.23-P1P2-2,0.4649
ZNF503_-_77161475.23-P1P2-2,0.9999
ZNF506_+_19932315.23-P1P2-1,1.0
ZNF506_+_19932315.23-P1P2-2,1.0
ZNF506_-_19932183.23-P1P2-1,1.0
ZNF506_-_19932183.23-P1P2-2,1.0
ZNF506_-_19932561.23-P1P2-1,1.0
ZNF506_-_19932561.23-P1P2-2,1.0
ZNF507_+_32836708.23-P1P2-2,1.0
ZNF507_+_32836729.23-P1P2-1,1.0
ZNF507_+_32836729.23-P1P2-2,1.0
ZNF507_-_32836607.23-P1P2-2,1.0
ZNF510_+_99540328.23-P1P2-1,1.0
ZNF510_+_99540328.23-P1P2-2,1.0
ZNF510_-_99540354.23-P1P2-1,1.0
ZNF510_-_99540354.23-P1P2-2,1.0
ZNF510_-_99540372.23-P1P2-1,1.0
ZNF510_-_99540372.23-P1P2-2,1.0
ZNF512B_-_62601108.23-P1P2-1,1.0
ZNF512B_-_62601183.23-P1P2-2,1.0
ZNF512B_-_62601247.23-P1P2-2,1.0
ZNF512_+_27805986.23-P1P2-1,1.0
ZNF512_+_27805986.23-P1P2-2,1.0
ZNF512_-_27805931.23-P1P2-1,1.0
ZNF512_-_27805950.23-P1P2-1,1.0
ZNF512_-_27805950.23-P1P2-2,1.0
ZNF513_+_27603571.23-P1P2-2,1.0
ZNF513_+_27603595.23-P1P2-1,1.0
ZNF513_+_27603595.23-P1P2-2,1.0
ZNF513_-_27603612.23-P1P2-1,1.0
ZNF514_+_95831363.23-P1-1,1.0
ZNF514_+_95831363.23-P1-2,1.0
ZNF514_-_95831323.23-P1-1,1.0
ZNF514_-_95831323.23-P1-2,1.0
ZNF514_-_95831373.23-P1-1,1.0
ZNF514_-_95831373.23-P1-2,1.0
ZNF514_-_95825231.23-P2-1,1.0
ZNF514_-_95825231.23-P2-2,1.0
ZNF514_-_95825235.23-P2-1,1.0
ZNF514_-_95825235.23-P2-2,1.0
ZNF514_-_95825291.23-P2-1,1.0
ZNF514_-_95825291.23-P2-2,1.0
ZNF516_+_74206733.23-P1P2-2,0.9996
ZNF516_-_74207157.23-P1P2-1,0.9979
ZNF516_-_74207157.23-P1P2-2,0.9214
ZNF517_+_146024454.23-P1P2-1,1.0
ZNF517_+_146024454.23-P1P2-2,1.0
ZNF517_+_146024657.23-P1P2-1,1.0
ZNF517_-_146024312.23-P1P2-1,1.0
ZNF517_-_146024312.23-P1P2-2,1.0
ZNF518A_+_97889880.23-P1P2-1,0.9912
ZNF518A_+_97889880.23-P1P2-2,0.8266
ZNF518A_-_97890206.23-P1P2-2,0.9707
ZNF518A_-_97890256.23-P1P2-1,0.6808
ZNF518A_-_97890256.23-P1P2-2,0.3192
ZNF518B_+_10458705.23-P1P2-1,0.7186
ZNF518B_-_10458994.23-P1P2-1,0.7186
ZNF518B_-_10458994.23-P1P2-2,0.3634
ZNF519_+_14132232.23-P1P2-2,1.0
ZNF519_+_14132402.23-P1P2-1,0.9997
ZNF519_+_14132402.23-P1P2-2,0.367
ZNF519_-_14132420.23-P1P2-1,1.0
ZNF519_-_14132420.23-P1P2-2,0.9997
ZNF521_-_22931829.23-P1P2-1,1.0
ZNF521_-_22931829.23-P1P2-2,1.0
ZNF521_-_22931844.23-P1P2-2,1.0
ZNF521_-_22932065.23-P1P2-2,1.0
ZNF524_+_56111719.23-P1P2-1,1.0
ZNF524_+_56111719.23-P1P2-2,1.0
ZNF524_+_56111862.23-P1P2-2,1.0
ZNF524_-_56111791.23-P1P2-2,1.0
ZNF526_-_42724438.23-P1P2-1,1.0
ZNF526_-_42724438.23-P1P2-2,1.0
ZNF527_-_37862096.23-P1P2-1,0.5649
ZNF527_-_37862096.23-P1P2-2,0.9731
ZNF527_-_37862136.23-P1P2-1,1.0
ZNF527_-_37862136.23-P1P2-2,1.0
ZNF527_-_37862169.23-P1P2-1,0.9999
ZNF528_+_52901193.23-P1P2-1,1.0
ZNF528_+_52901193.23-P1P2-2,1.0
ZNF528_+_52901534.23-P1P2-1,1.0
ZNF528_+_52901534.23-P1P2-2,1.0
ZNF528_-_52901230.23-P1P2-2,1.0
ZNF529_+_37064121.23-P1P2-1,1.0
ZNF529_+_37064121.23-P1P2-2,1.0
ZNF529_+_37064154.23-P1P2-1,1.0
ZNF530_+_58111266.23-P1P2-1,1.0
ZNF530_+_58111266.23-P1P2-2,1.0
ZNF530_+_58111314.23-P1P2-1,1.0
ZNF530_+_58111314.23-P1P2-2,1.0
ZNF530_-_58111347.23-P1P2-1,1.0
ZNF530_-_58111347.23-P1P2-2,1.0
ZNF532_+_56530707.23-P2-1,0.5
ZNF532_+_56531105.23-P2-1,0.9979
ZNF532_+_56531105.23-P2-2,0.9996
ZNF532_-_56530975.23-P2-2,0.3192
ZNF532_+_56532174.23-P1-1,1.0
ZNF532_+_56532174.23-P1-2,1.0
ZNF532_-_56532113.23-P1-1,1.0
ZNF532_-_56532113.23-P1-2,1.0
ZNF532_-_56532303.23-P1-1,1.0
ZNF532_-_56532303.23-P1-2,1.0
ZNF534_+_52932446.23-P1P2-1,1.0
ZNF534_+_52932446.23-P1P2-2,1.0
ZNF534_-_52932422.23-P1P2-1,1.0
ZNF534_-_52932422.23-P1P2-2,1.0
ZNF536_+_30863258.23-P1P2-1,1.0
ZNF536_+_30863258.23-P1P2-2,1.0
ZNF536_+_30863710.23-P1P2-1,1.0
ZNF536_+_30863710.23-P1P2-2,1.0
ZNF536_-_30863362.23-P1P2-1,1.0
ZNF536_-_30863362.23-P1P2-2,1.0
ZNF540_+_38085847.23-P1-1,1.0
ZNF540_+_38085847.23-P1-2,1.0
ZNF540_-_38085788.23-P1-1,1.0
ZNF540_-_38085788.23-P1-2,1.0
ZNF540_-_38085793.23-P1-1,1.0
ZNF540_-_38085793.23-P1-2,1.0
ZNF541_+_48044159.23-P1P2-2,0.9979
ZNF541_+_48044177.23-P1P2-1,0.5
ZNF541_+_48044177.23-P1P2-2,0.3192
ZNF541_+_48044190.23-P1P2-1,0.9912
ZNF541_+_48044190.23-P1P2-2,0.6808
ZNF543_+_57831890.23-P1P2-1,0.367
ZNF543_+_57831890.23-P1P2-2,0.9854
ZNF543_+_57831896.23-P1P2-1,1.0
ZNF543_+_57831896.23-P1P2-2,1.0
ZNF543_-_57831934.23-P1P2-2,0.367
ZNF544_+_58740289.23-P1P2-1,1.0
ZNF544_+_58740289.23-P1P2-2,1.0
ZNF544_+_58740325.23-P1P2-1,1.0
ZNF544_+_58740325.23-P1P2-2,1.0
ZNF544_-_58740336.23-P1P2-1,1.0
ZNF544_-_58740336.23-P1P2-2,1.0
ZNF546_+_40502979.23-P1P2-1,0.367
ZNF546_+_40502979.23-P1P2-2,0.8792
ZNF546_-_40502987.23-P1P2-1,1.0
ZNF546_-_40502987.23-P1P2-2,0.9531
ZNF546_-_40503072.23-P1P2-1,0.9854
ZNF546_-_40503072.23-P1P2-2,0.9926
ZNF547_+_57875022.23-P1P2-2,1.0
ZNF547_+_57875031.23-P1P2-1,1.0
ZNF547_+_57875031.23-P1P2-2,1.0
ZNF547_-_57874943.23-P1P2-1,1.0
ZNF547_-_57874943.23-P1P2-2,1.0
ZNF548_+_57901285.23-P1P2-1,0.9912
ZNF548_+_57901285.23-P1P2-2,0.3192
ZNF548_-_57901245.23-P1P2-1,0.9999
ZNF548_-_57901245.23-P1P2-2,0.8266
ZNF549_+_58038746.23-P1P2-1,1.0
ZNF549_+_58038746.23-P1P2-2,1.0
ZNF549_-_58038831.23-P1P2-1,1.0
ZNF549_-_58039125.23-P1P2-1,1.0
ZNF549_-_58039125.23-P1P2-2,1.0
ZNF550_+_58071145.23-P1P2-1,1.0
ZNF550_+_58071145.23-P1P2-2,1.0
ZNF550_+_58071191.23-P1P2-1,1.0
ZNF550_+_58071191.23-P1P2-2,1.0
ZNF550_-_58071123.23-P1P2-1,1.0
ZNF550_-_58071123.23-P1P2-2,1.0
ZNF551_-_58193368.23-P1P2-1,1.0
ZNF551_-_58193368.23-P1P2-2,1.0
ZNF551_-_58193440.23-P1P2-1,1.0
ZNF551_-_58193440.23-P1P2-2,1.0
ZNF551_-_58193582.23-P1P2-1,1.0
ZNF551_-_58193582.23-P1P2-2,1.0
ZNF552_+_58326202.23-P1P2-1,0.9964
ZNF552_+_58326212.23-P1P2-1,1.0
ZNF552_-_58326286.23-P1P2-1,1.0
ZNF552_-_58326286.23-P1P2-2,0.9227
ZNF554_+_2819869.23-P1P2-1,0.3634
ZNF554_+_2819869.23-P1P2-2,0.9366
ZNF554_-_2820243.23-P1P2-2,0.9366
ZNF555_+_2841467.23-P1P2-2,0.9731
ZNF555_+_2841497.23-P1P2-1,1.0
ZNF555_+_2841497.23-P1P2-2,0.9731
ZNF555_+_2841508.23-P1P2-1,1.0
ZNF555_+_2841508.23-P1P2-2,0.8792
ZNF556_+_2867338.23-P1P2-1,0.4649
ZNF556_+_2867348.23-P1P2-1,1.0
ZNF556_+_2867348.23-P1P2-2,1.0
ZNF556_+_2867362.23-P1P2-1,1.0
ZNF556_+_2867362.23-P1P2-2,0.9531
ZNF557_+_7069782.23-P1P2-1,1.0
ZNF557_+_7069782.23-P1P2-2,1.0
ZNF557_-_7069700.23-P1P2-2,1.0
ZNF557_-_7069759.23-P1P2-1,1.0
ZNF557_-_7069759.23-P1P2-2,1.0
ZNF558_+_8942795.23-P1P2-2,0.3634
ZNF558_+_8942916.23-P1P2-1,0.3634
ZNF558_-_8942936.23-P1P2-2,0.9948
ZNF559-ZNF177_+_9434983.23-P1P2-1,0.9996
ZNF559-ZNF177_+_9434983.23-P1P2-2,0.9912
ZNF559-ZNF177_-_9434967.23-P1P2-1,0.8266
ZNF559_-_9434895.23-P1P2-2,0.5
ZNF559_-_9434904.23-P1P2-1,0.5
ZNF560_+_9609072.23-P1P2-1,1.0
ZNF560_+_9609072.23-P1P2-2,1.0
ZNF560_-_9609034.23-P1P2-1,1.0
ZNF560_-_9609034.23-P1P2-2,1.0
ZNF560_-_9609243.23-P1P2-1,1.0
ZNF561_+_9731857.23-P1P2-1,0.661
ZNF561_+_9731857.23-P1P2-2,1.0
ZNF561_-_9731868.23-P1P2-1,0.9531
ZNF561_-_9731914.23-P1P2-1,0.9993
ZNF561_-_9731914.23-P1P2-2,0.9854
ZNF562_+_9785296.23-P1P2-1,1.0
ZNF562_+_9785296.23-P1P2-2,1.0
ZNF562_-_9785342.23-P1P2-1,1.0
ZNF562_-_9785342.23-P1P2-2,1.0
ZNF562_-_9785728.23-P1P2-1,1.0
ZNF562_-_9785728.23-P1P2-2,1.0
ZNF563_+_12444213.23-P1P2-1,0.7476
ZNF563_+_12444213.23-P1P2-2,0.7476
ZNF563_-_12444206.23-P1P2-1,1.0
ZNF563_-_12444206.23-P1P2-2,0.9999
ZNF563_-_12444427.23-P1P2-1,0.661
ZNF564_-_12662007.23-P1P2-2,0.8266
ZNF564_-_12662229.23-P1P2-1,0.9979
ZNF564_-_12662278.23-P1P2-1,0.9979
ZNF565_+_36705529.23-P1P2-1,1.0
ZNF565_+_36705529.23-P1P2-2,1.0
ZNF565_+_36705545.23-P1P2-1,1.0
ZNF565_+_36705545.23-P1P2-2,1.0
ZNF565_+_36705708.23-P1P2-1,1.0
ZNF565_+_36705708.23-P1P2-2,1.0
ZNF566_+_36980381.23-P1P2-1,1.0
ZNF566_+_36980381.23-P1P2-2,1.0
ZNF566_+_36980407.23-P1P2-1,1.0
ZNF566_+_36980407.23-P1P2-2,1.0
ZNF566_+_36980440.23-P1P2-1,1.0
ZNF566_+_36980440.23-P1P2-2,1.0
ZNF567_-_37178558.23-P1P2-2,1.0
ZNF567_-_37178569.23-P1P2-2,1.0
ZNF568_-_37407273.23-P1P2-1,1.0
ZNF568_-_37407273.23-P1P2-2,1.0
ZNF568_-_37407463.23-P1P2-1,1.0
ZNF568_-_37407463.23-P1P2-2,1.0
ZNF568_-_37407493.23-P1P2-1,1.0
ZNF568_-_37407493.23-P1P2-2,1.0
ZNF569_-_37957869.23-P1P2-1,0.367
ZNF569_-_37957869.23-P1P2-2,1.0
ZNF569_-_37958128.23-P1P2-1,1.0
ZNF569_-_37958128.23-P1P2-2,1.0
ZNF570_-_37958459.23-P2-1,1.0
ZNF570_-_37958459.23-P2-2,1.0
ZNF570_-_37958467.23-P2-2,1.0
ZNF570_-_37958593.23-P2-1,1.0
ZNF570_-_37958593.23-P2-2,1.0
ZNF570_-_37960279.23-P1-1,1.0
ZNF570_-_37960279.23-P1-2,1.0
ZNF570_-_37960307.23-P1-2,1.0
ZNF570_-_37960537.23-P1-2,1.0
ZNF571_-_38085259.23-P1P2-1,0.8209
ZNF571_-_38085259.23-P1P2-2,0.9731
ZNF571_-_38085623.23-P1P2-1,0.7476
ZNF571_-_38085623.23-P1P2-2,0.9993
ZNF571_-_38085628.23-P1P2-1,1.0
ZNF571_-_38085628.23-P1P2-2,0.8792
ZNF572_+_125985610.23-P1P2-1,1.0
ZNF572_-_125985579.23-P1P2-2,1.0
ZNF572_-_125985745.23-P1P2-1,1.0
ZNF572_-_125985745.23-P1P2-2,1.0
ZNF573_+_38269990.23-P1P2-1,1.0
ZNF573_+_38269990.23-P1P2-2,1.0
ZNF573_-_38270213.23-P1P2-1,1.0
ZNF573_-_38270213.23-P1P2-2,1.0
ZNF573_-_38270227.23-P1P2-1,1.0
ZNF573_-_38270227.23-P1P2-2,1.0
ZNF574_+_42583541.23-P2-1,0.5
ZNF574_-_42583382.23-P2-2,0.9707
ZNF574_-_42583653.23-P2-1,1.0
ZNF574_-_42583653.23-P2-2,0.8266
ZNF575_-_44037585.23-P1P2-1,1.0
ZNF575_-_44037823.23-P1P2-1,1.0
ZNF575_-_44037823.23-P1P2-2,1.0
ZNF576_-_44100777.23-P1P2-1,0.9984
ZNF576_-_44100777.23-P1P2-2,0.9984
ZNF576_-_44100789.23-P1P2-1,0.4649
ZNF576_-_44100789.23-P1P2-2,0.7476
ZNF576_-_44100821.23-P1P2-1,1.0
ZNF576_-_44100821.23-P1P2-2,0.9993
ZNF577_+_52391160.23-P1P2-1,1.0
ZNF577_+_52391171.23-P1P2-1,1.0
ZNF577_+_52391171.23-P1P2-2,1.0
ZNF577_-_52391124.23-P1P2-1,1.0
ZNF577_-_52391124.23-P1P2-2,1.0
ZNF578_+_52956842.23-P1P2-1,1.0
ZNF578_+_52956842.23-P1P2-2,1.0
ZNF578_+_52957046.23-P1P2-1,0.4649
ZNF578_-_52956839.23-P1P2-1,1.0
ZNF579_-_56092027.23-P1P2-1,1.0
ZNF579_-_56092027.23-P1P2-2,1.0
ZNF579_-_56092208.23-P1P2-1,1.0
ZNF579_-_56092208.23-P1P2-2,1.0
ZNF579_-_56092215.23-P1P2-1,1.0
ZNF579_-_56092215.23-P1P2-2,1.0
ZNF57_+_2900960.23-P1P2-2,1.0
ZNF57_+_2900970.23-P1P2-1,1.0
ZNF57_+_2900970.23-P1P2-2,0.9984
ZNF57_+_2901001.23-P1P2-1,0.7476
ZNF57_+_2901001.23-P1P2-2,0.4649
ZNF580_+_56146417.23-P2-1,0.3192
ZNF580_+_56146417.23-P2-2,0.9214
ZNF580_-_56146413.23-P2-2,0.9707
ZNF580_-_56146421.23-P2-2,0.9214
ZNF580_+_56152449.23-P1-1,0.9366
ZNF580_+_56152465.23-P1-2,0.7186
ZNF580_-_56152462.23-P1-2,0.7186
ZNF581_+_56155029.23-P1-1,1.0
ZNF581_+_56155029.23-P1-2,1.0
ZNF581_+_56155032.23-P1-2,1.0
ZNF581_-_56155044.23-P1-1,1.0
ZNF581_-_56155044.23-P1-2,1.0
ZNF582_+_56904872.23-P1P2-1,1.0
ZNF582_+_56904872.23-P1P2-2,1.0
ZNF582_-_56904880.23-P1P2-1,1.0
ZNF582_-_56904880.23-P1P2-2,1.0
ZNF582_-_56904889.23-P1P2-1,1.0
ZNF582_-_56904889.23-P1P2-2,1.0
ZNF583_+_56915696.23-P1P2-1,1.0
ZNF583_+_56915696.23-P1P2-2,1.0
ZNF583_+_56915712.23-P1P2-1,1.0
ZNF583_+_56915712.23-P1P2-2,1.0
ZNF584_+_58920291.23-P1P2-1,0.9214
ZNF584_-_58920068.23-P1P2-1,0.9912
ZNF584_-_58920068.23-P1P2-2,0.9912
ZNF584_-_58920232.23-P1P2-1,0.9912
ZNF585A_+_37663477.23-P1P2-1,1.0
ZNF585A_+_37663477.23-P1P2-2,1.0
ZNF585A_+_37663586.23-P1P2-1,1.0
ZNF585A_-_37663591.23-P1P2-2,1.0
ZNF585B_+_37701409.23-P1P2-1,1.0
ZNF585B_+_37701409.23-P1P2-2,1.0
ZNF585B_+_37701449.23-P1P2-1,1.0
ZNF585B_+_37701449.23-P1P2-2,1.0
