,pval_outlier
CENPB_+_3766949.23-P1P2-2,1.0
CENPB_-_3767305.23-P1P2-2,1.0
CENPB_-_3767398.23-P1P2-2,1.0
CGGBP1_+_88198785.23-P2-1,1.0
CGGBP1_+_88198785.23-P2-2,1.0
CGGBP1_+_88198924.23-P2-1,1.0
CGGBP1_+_88198924.23-P2-2,1.0
CGGBP1_-_88198986.23-P2-1,1.0
CGGBP1_-_88198986.23-P2-2,1.0
CHAMP1_+_115079819.23-P1P2-2,1.0
CHAMP1_+_115080003.23-P1P2-1,0.9993
CHAMP1_+_115080003.23-P1P2-2,1.0
CHAMP1_-_115080021.23-P1P2-1,0.661
CHCHD3_+_132766692.23-P1P2-2,1.0
CHCHD3_-_132766779.23-P1P2-1,1.0
CHD7_-_61591421.23-P1P2-1,0.9214
CHD7_-_61591579.23-P1P2-1,0.9912
CHD7_-_61591641.23-P1P2-1,0.9979
CIC_+_42788691.23-P1P2-2,1.0
CIC_-_42788703.23-P1P2-2,1.0
CIZ1_+_130953818.23-P1P2-1,1.0
CIZ1_+_130953818.23-P1P2-2,1.0
CIZ1_-_130953833.23-P1P2-2,1.0
CLOCK_+_56412980.23-P1P2-1,1.0
CLOCK_+_56412980.23-P1P2-2,1.0
CLOCK_-_56412906.23-P1P2-1,1.0
CLOCK_-_56412906.23-P1P2-2,1.0
CLOCK_-_56412950.23-P1P2-2,1.0
CNBP_+_128902710.23-P1P2-1,0.9214
CNBP_-_128902692.23-P1P2-1,1.0
CNBP_-_128902692.23-P1P2-2,0.9214
CNOT7_+_17104149.23-P1P2-1,0.9999
CNOT7_+_17104350.23-P1P2-1,0.9912
CNOT7_+_17104350.23-P1P2-2,0.5
CNOT7_-_17104160.23-P1P2-1,0.9214
CNOT8_-_154238107.23-P1P2-1,1.0
CNOT8_-_154238107.23-P1P2-2,1.0
COX20_-_244998983.23-P1P2-1,0.5
CPEB1_-_83316356.23-ENST00000568128.1-1,0.9912
CPEB1_-_83316356.23-ENST00000568128.1-2,0.9214
CPEB1_-_83316370.23-ENST00000568128.1-1,0.3192
CPEB1_-_83316611.23-ENST00000568128.1-1,0.9707
CPXCR1_+_88002278.23-P1P2-1,1.0
CPXCR1_+_88002278.23-P1P2-2,1.0
CPXCR1_+_88002296.23-P1P2-1,1.0
CPXCR1_+_88002296.23-P1P2-2,1.0
CPXCR1_-_88002248.23-P1P2-1,1.0
CPXCR1_-_88002248.23-P1P2-2,1.0
CRAMP1L_+_1664225.23-P2-1,0.3634
CRAMP1L_+_1664225.23-P2-2,0.7186
CRAMP1L_+_1664374.23-P2-2,0.3634
CRAMP1L_-_1664232.23-P2-1,0.7186
CRAMP1L_-_1662404.23-P1-1,0.9979
CRAMP1L_-_1662404.23-P1-2,0.9979
CRAMP1L_-_1662423.23-P1-2,0.9214
CREB1_-_208394693.23-P1P2-1,0.9979
CREB1_-_208394693.23-P1P2-2,0.9979
CREB1_-_208394721.23-P1P2-1,0.5
CREB1_-_208394754.23-P1P2-1,0.9214
CREB3L1_+_46299276.23-P1P2-1,0.3634
CREB3L1_-_46299289.23-P1P2-1,0.9948
CREB3L1_-_46299601.23-P1P2-2,0.3634
CREB3L2_+_137686772.23-P1P2-1,1.0
CREB3L2_+_137686772.23-P1P2-2,1.0
CREB3L2_+_137686780.23-P1P2-1,1.0
CREB3L2_+_137686780.23-P1P2-2,1.0
CREB3L2_-_137686728.23-P1P2-1,1.0
CREB3L2_-_137686728.23-P1P2-2,1.0
CREB3L3_-_4153686.23-P1P2-1,1.0
CREB3L3_-_4153686.23-P1P2-2,1.0
CREB3L3_-_4153716.23-P1P2-2,1.0
CREB3L4_+_153940378.23-P1P2-1,1.0
CREB3L4_+_153940378.23-P1P2-2,1.0
CREB3L4_+_153940391.23-P1P2-1,1.0
CREB3L4_-_153940424.23-P1P2-1,1.0
CREB3L4_-_153940424.23-P1P2-2,1.0
CREB3_-_35732659.23-P1P2-1,1.0
CREB3_-_35732659.23-P1P2-2,1.0
CREB3_-_35732669.23-P1P2-1,1.0
CREB3_-_35732669.23-P1P2-2,1.0
CREB3_-_35732676.23-P1P2-1,1.0
CREB3_-_35732676.23-P1P2-2,1.0
CREB5_+_28452316.23-ENST00000357727.2-1,1.0
CREB5_+_28452316.23-ENST00000357727.2-2,1.0
CREB5_-_28452134.23-ENST00000357727.2-1,1.0
CREB5_-_28452134.23-ENST00000357727.2-2,1.0
CREB5_-_28452323.23-ENST00000357727.2-1,1.0
CREB5_-_28475286.23-ENST00000396300.2-1,1.0
CREB5_-_28475465.23-ENST00000396300.2-1,1.0
CREB5_-_28475465.23-ENST00000396300.2-2,1.0
CREB5_-_28475622.23-ENST00000396300.2-1,1.0
CREBBP_-_3930644.23-P1P2-2,1.0
CREBBP_-_3930696.23-P1P2-1,1.0
CREBBP_-_3930696.23-P1P2-2,1.0
CREBL2_-_12764819.23-P1P2-1,0.9707
CREBL2_-_12764863.23-P1P2-1,0.8266
CREBL2_-_12764863.23-P1P2-2,0.9999
CREBRF_+_172483464.23-P1-2,0.9996
CREBRF_-_172483418.23-P1-1,0.9979
CREBRF_-_172483425.23-P1-2,0.6808
CREBRF_+_172484451.23-P2-1,1.0
CREBRF_+_172484451.23-P2-2,0.9984
CREBRF_-_172484432.23-P2-1,0.8792
CREBRF_-_172484432.23-P2-2,0.7476
CREBRF_-_172484477.23-P2-1,0.9854
CREBRF_-_172484477.23-P2-2,0.8792
CREBZF_-_85376089.23-P1P2-1,1.0
CREBZF_-_85376089.23-P1P2-2,1.0
CREBZF_-_85376094.23-P1P2-1,1.0
CREBZF_-_85376094.23-P1P2-2,1.0
CREBZF_-_85376117.23-P1P2-1,1.0
CRTC1_-_18794535.23-P1P2-1,1.0
CRTC1_-_18794535.23-P1P2-2,1.0
CRTC1_-_18794575.23-P1P2-1,1.0
CRTC1_-_18794581.23-P1P2-1,1.0
CRTC1_-_18794581.23-P1P2-2,1.0
CRTC2_+_153931060.23-P1P2-1,0.9707
CRTC2_+_153931060.23-P1P2-2,0.9707
CRTC2_+_153931101.23-P1P2-1,0.9912
CRTC2_+_153931101.23-P1P2-2,0.9979
CRX_+_48325214.23-P1P2-1,1.0
CRX_+_48325253.23-P1P2-1,1.0
CRX_+_48325253.23-P1P2-2,1.0
CRX_-_48325286.23-P1P2-1,1.0
CRX_-_48325286.23-P1P2-2,1.0
CSNK2A1_+_524079.23-P1P2-1,1.0
CSNK2A1_-_524311.23-P1P2-1,1.0
CSRNP1_+_39194678.23-P1P2-1,0.661
CSRNP1_+_39194678.23-P1P2-2,1.0
CSRNP1_+_39195038.23-P1P2-1,1.0
CSRNP1_+_39195038.23-P1P2-2,0.9854
CSRNP1_-_39195028.23-P1P2-1,0.9964
CSRNP1_-_39195028.23-P1P2-2,0.367
CSRNP2_+_51477349.23-P1P2-1,1.0
CSRNP2_+_51477359.23-P1P2-2,1.0
CSRNP3_+_166326238.23-P1-1,0.8209
CSRNP3_+_166326238.23-P1-2,0.9993
CSRNP3_+_166326378.23-P1-1,1.0
CSRNP3_+_166326378.23-P1-2,1.0
CSRNP3_-_166326711.23-P1-2,0.9531
CSRNP3_+_166428847.23-P2-1,1.0
CSRNP3_+_166428847.23-P2-2,1.0
CSRNP3_-_166428843.23-P2-1,1.0
CSRNP3_-_166428843.23-P2-2,1.0
CSRNP3_-_166428957.23-P2-1,1.0
CSRNP3_-_166428957.23-P2-2,1.0
CTBP1_+_1242702.23-P1P2-1,1.0
CTBP1_-_1242749.23-P1P2-1,1.0
CTBP2_+_126849556.23-P1P2-1,1.0
CTBP2_-_126849588.23-P1P2-1,1.0
CTBP2_-_126849588.23-P1P2-2,1.0
CTBP2_-_126849603.23-P1P2-1,1.0
CTCFL_+_56100139.23-P1P2-1,0.9707
CTCFL_+_56100139.23-P1P2-2,0.9214
CTCFL_-_56100074.23-P1P2-1,0.3192
CTCFL_-_56100204.23-P1P2-1,0.3192
CTCFL_-_56100204.23-P1P2-2,0.9996
CUX1_+_101459241.23-P1P2-1,0.9912
CUX1_+_101459266.23-P1P2-1,0.8266
CUX1_+_101459266.23-P1P2-2,0.9707
CUX1_-_101459313.23-P1P2-2,0.5
CUX2_+_111471547.23-P1P2-1,0.3192
CUX2_+_111471547.23-P1P2-2,0.8266
CUX2_-_111471563.23-P1P2-1,0.9214
CUX2_-_111472110.23-P1P2-1,0.8266
CUX2_-_111472110.23-P1P2-2,0.9912
CXXC4_+_105416005.23-P1P2-1,1.0
CXXC4_+_105416005.23-P1P2-2,1.0
CXXC4_+_105416010.23-P1P2-1,1.0
CXXC4_+_105416010.23-P1P2-2,1.0
CXXC4_+_105416030.23-P1P2-1,1.0
CXXC4_+_105416030.23-P1P2-2,1.0
CXXC5_+_139028509.23-P1P2-2,1.0
CXXC5_-_139027980.23-P1P2-2,1.0
CXXC5_-_139028036.23-P1P2-1,1.0
DACH1_-_72441040.23-P1P2-2,1.0
DACH1_-_72441127.23-P1P2-1,1.0
DACH1_-_72441127.23-P1P2-2,1.0
"DACH2_+_85403677.23-ENST00000373125.4,ENST00000373131.1-1",0.9979
"DACH2_+_85403702.23-ENST00000373125.4,ENST00000373131.1-2",0.5
"DACH2_+_85403728.23-ENST00000373125.4,ENST00000373131.1-1",0.9912
"DACH2_+_85403728.23-ENST00000373125.4,ENST00000373131.1-2",0.9912
DAXX_+_33288167.23-P2-2,0.9993
DAXX_-_33288181.23-P2-1,0.8209
DAXX_-_33288181.23-P2-2,0.4649
DAXX_-_33288184.23-P2-1,1.0
DAXX_-_33288184.23-P2-2,1.0
DBP_-_49140535.23-P1P2-1,1.0
DBP_-_49140535.23-P1P2-2,1.0
DBP_-_49140602.23-P1P2-1,1.0
DBP_-_49140644.23-P1P2-1,1.0
DBP_-_49140644.23-P1P2-2,1.0
DBX1_+_20182016.23-P1P2-1,0.5649
DBX1_+_20182016.23-P1P2-2,1.0
DBX1_-_20181809.23-P1P2-1,1.0
DBX1_-_20182024.23-P1P2-1,0.9227
DBX1_-_20182024.23-P1P2-2,0.4649
DBX2_+_45444806.23-P1P2-1,1.0
DBX2_+_45444806.23-P1P2-2,1.0
DBX2_-_45444687.23-P1P2-1,1.0
DBX2_-_45444687.23-P1P2-2,1.0
DBX2_-_45444866.23-P1P2-1,1.0
DBX2_-_45444866.23-P1P2-2,1.0
DCP1A_+_53381332.23-P1P2-2,0.9926
DCP1A_+_53381520.23-P1P2-1,0.4649
DCP1A_+_53381520.23-P1P2-2,0.9999
DCP1A_+_53381537.23-P1P2-1,0.9227
DCP1A_+_53381537.23-P1P2-2,1.0
DDB1_+_61081144.23-P2-1,1.0
DDB1_+_61081144.23-P2-2,1.0
DDB1_-_61081132.23-P2-1,1.0
DDB1_-_61081132.23-P2-2,1.0
DDB1_-_61081397.23-P2-1,1.0
DDB1_-_61081397.23-P2-2,1.0
DDB2_+_47236615.23-P1P2-2,1.0
DDB2_+_47236636.23-P1P2-1,0.7476
DDB2_+_47236636.23-P1P2-2,0.9227
DDB2_-_47236681.23-P1P2-1,1.0
DDB2_-_47236681.23-P1P2-2,0.8209
DDIT3_-_57913815.23-P1P2-2,0.9999
DDIT3_-_57913912.23-P1P2-2,0.9964
DDIT3_-_57914116.23-P1P2-1,1.0
DDIT3_-_57914116.23-P1P2-2,0.9993
DEAF1_+_695012.23-P1P2-2,0.5
DEAF1_+_695040.23-P1P2-2,0.5
DEK_+_18264558.23-P1P2-1,1.0
DEK_+_18264687.23-P1P2-1,1.0
DEK_+_18264687.23-P1P2-2,1.0
DEK_+_18264707.23-P1P2-1,1.0
DEK_+_18264707.23-P1P2-2,1.0
DENND4A_+_66084191.23-P1P2-1,0.3192
DENND4A_+_66084572.23-P1P2-2,0.9214
DENND4A_-_66084432.23-P1P2-1,1.0
DENND4A_-_66084432.23-P1P2-2,0.9214
DHX9_+_182808934.23-P1P2-1,0.5
DHX9_-_182808912.23-P1P2-2,0.5
DLX1_+_172949722.23-P1P2-1,1.0
DLX1_+_172949722.23-P1P2-2,1.0
DLX1_+_172949912.23-P1P2-1,1.0
DLX1_+_172949912.23-P1P2-2,1.0
DLX1_-_172949537.23-P1P2-1,1.0
DLX1_-_172949537.23-P1P2-2,1.0
DLX2_+_172967459.23-P1P2-1,0.6808
DLX2_+_172967459.23-P1P2-2,0.3192
DLX2_-_172966922.23-P1P2-1,0.9996
DLX2_-_172966922.23-P1P2-2,0.9996
DLX2_-_172967613.23-P1P2-2,0.3192
DLX3_+_48072378.23-P1P2-1,0.6808
DLX3_+_48072378.23-P1P2-2,0.5
DLX3_+_48072533.23-P1P2-1,0.9999
DLX3_+_48072533.23-P1P2-2,0.9912
DLX3_+_48072554.23-P1P2-2,0.6808
DLX4_-_48045958.23-P1P2-1,0.8266
DLX4_-_48045958.23-P1P2-2,0.8266
DLX4_-_48045961.23-P1P2-1,0.6808
DLX4_-_48045961.23-P1P2-2,0.6808
DLX4_-_48045986.23-P1P2-1,0.8266
DLX5_+_96653987.23-P1P2-1,1.0
DLX5_+_96653987.23-P1P2-2,1.0
DLX5_+_96654130.23-P1P2-1,1.0
DLX5_+_96654130.23-P1P2-2,1.0
DLX5_-_96654043.23-P1P2-1,1.0
DLX5_-_96654043.23-P1P2-2,1.0
DLX6_+_96635495.23-P1P2-1,0.9999
DLX6_+_96635632.23-P1P2-1,0.6808
DLX6_+_96635632.23-P1P2-2,0.3192
DLX6_-_96635236.23-P1P2-1,0.8266
DLX6_-_96635236.23-P1P2-2,0.5
DMBX1_-_46972529.23-P1P2-1,1.0
DMBX1_-_46972529.23-P1P2-2,1.0
DMRT1_+_841741.23-P1P2-1,1.0
DMRT1_+_841741.23-P1P2-2,1.0
DMRT1_+_841762.23-P1P2-1,1.0
DMRT1_+_841762.23-P1P2-2,1.0
DMRT1_+_841775.23-P1P2-1,1.0
DMRT2_+_1050388.23-P1P2-1,0.9214
DMRT2_+_1050388.23-P1P2-2,0.8266
DMRT2_+_1050400.23-P1P2-1,1.0
DMRT3_+_976716.23-P1P2-1,1.0
DMRT3_+_976716.23-P1P2-2,1.0
DMRT3_+_976736.23-P1P2-1,0.4649
DMRT3_+_976736.23-P1P2-2,0.9731
DMRT3_-_976893.23-P1P2-1,0.9993
DMRTA1_+_22447540.23-P1P2-1,0.9964
DMRTA1_-_22447083.23-P1P2-1,0.9984
DMRTA1_-_22447083.23-P1P2-2,0.9993
DMRTA1_-_22447537.23-P1P2-1,0.661
DMRTA2_+_50889046.23-P1P2-1,0.9964
DMRTA2_+_50889102.23-P1P2-2,1.0
DMRTA2_+_50889125.23-P1P2-1,0.9997
DMRTB1_+_53925551.23-P1P2-1,1.0
DMRTB1_+_53925551.23-P1P2-2,1.0
DMRTB1_+_53925574.23-P1P2-1,1.0
DMRTB1_+_53925574.23-P1P2-2,1.0
DMRTB1_+_53925577.23-P1P2-1,1.0
DMRTB1_+_53925577.23-P1P2-2,1.0
DMRTC1_+_72095781.23-ENST00000373529.5-1,0.9854
DMRTC1_+_72095781.23-ENST00000373529.5-2,1.0
DMRTC1_-_72095744.23-ENST00000373529.5-1,0.9731
DMRTC1_-_72095744.23-ENST00000373529.5-2,0.9926
DMRTC1_-_72095771.23-ENST00000373529.5-2,1.0
DMRTC2_+_42349168.23-P1P2-1,1.0
DMRTC2_+_42349168.23-P1P2-2,1.0
DMTF1_+_86781951.23-P1P2-2,0.3634
DMTF1_-_86781796.23-P1P2-1,0.9948
DMTF1_-_86781796.23-P1P2-2,0.3634
DNAJC19_ B,0.5
DNAJC19_C,0.5
DNAJC1_+_22292386.23-P1P2-1,0.9948
DNAJC1_+_22292604.23-P1P2-1,0.3634
DNAJC1_+_22292604.23-P1P2-2,0.7186
DNTTIP1_-_44420656.23-P1P2-1,0.9979
DNTTIP1_-_44420656.23-P1P2-2,0.9707
DNTTIP1_-_44420698.23-P1P2-2,0.9707
DOT1L_+_2164403.23-P1P2-1,1.0
DOT1L_+_2164403.23-P1P2-2,1.0
DOT1L_-_2164187.23-P1P2-1,1.0
DPF1_+_38714762.23-P2-1,0.8266
DPF1_+_38714762.23-P2-2,0.5
DPF1_-_38714760.23-P2-1,1.0
DPF1_-_38714760.23-P2-2,0.9214
DPF1_-_38719897.23-P1-2,1.0
DPF1_-_38720219.23-P1-1,1.0
DPF1_-_38720346.23-P1-1,1.0
DPF1_-_38720346.23-P1-2,1.0
DPF2_+_65108993.23-P2-1,1.0
DPF2_+_65108993.23-P2-2,1.0
DPF2_+_65109078.23-P2-1,1.0
DPF2_+_65109078.23-P2-2,1.0
DPF2_+_65109144.23-P2-1,1.0
DPF2_+_65109144.23-P2-2,1.0
DPF3_+_73360459.23-P1P2-1,1.0
DPF3_+_73360459.23-P1P2-2,1.0
DPF3_-_73360352.23-P1P2-2,1.0
DPF3_-_73360774.23-P1P2-1,1.0
DPF3_-_73360774.23-P1P2-2,1.0
DPRX_+_54135322.23-ENST00000376650.1-1,1.0
DPRX_+_54135329.23-ENST00000376650.1-1,1.0
DPRX_+_54135329.23-ENST00000376650.1-2,1.0
DPRX_+_54135494.23-ENST00000376650.1-1,1.0
DRAP1_-_65686786.23-P1P2-1,0.9997
DRAP1_-_65686786.23-P1P2-2,0.9997
DRAP1_-_65686894.23-P1P2-1,1.0
DRAP1_-_65686955.23-P1P2-2,0.9926
DRGX_-_50603631.23-P1P2-1,1.0
DRGX_-_50603631.23-P1P2-2,1.0
DRGX_-_50603737.23-P1P2-1,1.0
DRGX_-_50603737.23-P1P2-2,1.0
DRGX_-_50604101.23-P1P2-1,1.0
DRGX_-_50604101.23-P1P2-2,1.0
DUXA_+_57678718.23-ENST00000554048.2-1,1.0
DUXA_+_57678718.23-ENST00000554048.2-2,1.0
DUXA_+_57678751.23-ENST00000554048.2-1,1.0
DUXA_+_57678751.23-ENST00000554048.2-2,1.0
DUXA_-_57678725.23-ENST00000554048.2-1,1.0
DUXA_-_57678725.23-ENST00000554048.2-2,1.0
DZIP1_+_96295295.23-P1P2-1,1.0
DZIP1_+_96295295.23-P1P2-2,1.0
DZIP1_+_96296915.23-P1P2-2,1.0
E2F1_+_32273794.23-P1P2-2,0.7186
E2F1_+_32274135.23-P1P2-1,0.3634
E2F1_+_32274135.23-P1P2-2,0.7186
E2F1_-_32274108.23-P1P2-2,0.3634
E2F2_+_23857681.23-P1P2-1,1.0
E2F2_-_23857639.23-P1P2-1,1.0
E2F2_-_23857639.23-P1P2-2,1.0
E2F2_-_23857665.23-P1P2-2,1.0
E2F3_+_20402178.23-P1-1,0.8792
E2F3_+_20402178.23-P1-2,0.9926
E2F3_+_20402190.23-P1-1,1.0
E2F3_+_20402190.23-P1-2,0.4649
E2F3_-_20402168.23-P1-1,1.0
E2F3_-_20402168.23-P1-2,0.661
E2F4_-_67226070.23-P1P2-1,1.0
E2F4_-_67226337.23-P1P2-2,1.0
E2F4_-_67226567.23-P1P2-1,1.0
E2F5_+_86089385.23-P1P2-1,0.9731
E2F5_+_86089385.23-P1P2-2,0.9993
E2F5_+_86089409.23-P1P2-2,0.9993
E2F5_-_86089425.23-P1P2-1,0.9227
E2F5_-_86089425.23-P1P2-2,0.5649
E2F6_+_11606288.23-P1P2-1,1.0
E2F6_+_11606288.23-P1P2-2,1.0
E2F6_-_11605813.23-P1P2-1,1.0
E2F6_-_11605813.23-P1P2-2,1.0
E2F6_-_11606226.23-P1P2-1,1.0
E2F6_-_11606226.23-P1P2-2,1.0
E2F7_+_77459303.23-P1P2-1,1.0
E2F7_-_77459271.23-P1P2-1,1.0
E2F7_-_77459318.23-P1P2-1,1.0
E2F8_+_19262912.23-P1P2-1,0.9366
E2F8_+_19262912.23-P1P2-2,0.9366
E2F8_+_19263092.23-P1P2-2,0.3634
EBF1_+_158526903.23-P1P2-2,1.0
EBF1_-_158526183.23-P1P2-1,1.0
EBF1_-_158526868.23-P1P2-1,1.0
EBF2_-_25902854.23-P1P2-1,1.0
EBF2_-_25902854.23-P1P2-2,1.0
EBF2_-_25902915.23-P1P2-1,1.0
EBF2_-_25902915.23-P1P2-2,1.0
EBF2_-_25902924.23-P1P2-1,1.0
EBF2_-_25902924.23-P1P2-2,1.0
EBF3_+_131762519.23-P1P2-1,1.0
EBF3_+_131762527.23-P1P2-1,1.0
EBF3_+_131762527.23-P1P2-2,1.0
EBF3_-_131762497.23-P1P2-2,1.0
EEA1_+_93322865.23-P1P2-1,1.0
EEA1_+_93322865.23-P1P2-2,1.0
EEA1_+_93322992.23-P1P2-1,1.0
EEA1_+_93322992.23-P1P2-2,1.0
EEA1_-_93323052.23-P1P2-1,1.0
EEA1_-_93323052.23-P1P2-2,1.0
EGR1_+_137804541.23-P2-1,1.0
EGR1_+_137804541.23-P2-2,0.367
EGR1_+_137804608.23-P2-1,0.367
EGR1_+_137804608.23-P2-2,1.0
EGR1_-_137804568.23-P2-1,0.9854
EGR1_-_137804568.23-P2-2,0.9854
EGR1_-_137801193.23-P1-1,1.0
EGR1_-_137801193.23-P1-2,1.0
EGR2_+_64575812.23-P1P2-2,1.0
EGR2_+_64576017.23-P1P2-1,1.0
EGR2_+_64576017.23-P1P2-2,1.0
EGR2_-_64575694.23-P1P2-1,1.0
EGR2_-_64575694.23-P1P2-2,1.0
EGR3_-_22550546.23-P1P2-1,1.0
EGR3_-_22550556.23-P1P2-1,1.0
EGR4_+_73520289.23-P1P2-2,1.0
EGR4_+_73520652.23-P1P2-1,1.0
EGR4_+_73520652.23-P1P2-2,0.8209
EGR4_-_73520395.23-P1P2-1,0.9997
EGR4_-_73520395.23-P1P2-2,0.7476
EHF_+_34642683.23-P1P2-1,1.0
EHF_+_34642683.23-P1P2-2,1.0
EHF_+_34643032.23-P1P2-1,1.0
ELF1_+_41593200.23-P1P2-1,1.0
ELF1_+_41593200.23-P1P2-2,1.0
ELF1_+_41593362.23-P1P2-1,1.0
ELF1_+_41593362.23-P1P2-2,1.0
ELF1_-_41593455.23-P1P2-1,1.0
ELF1_-_41593455.23-P1P2-2,1.0
ELF2_+_140098326.23-P1P2-1,1.0
ELF2_+_140098326.23-P1P2-2,1.0
ELF2_-_140098334.23-P1P2-2,1.0
ELF2_-_140098343.23-P1P2-1,1.0
ELF2_-_140098343.23-P1P2-2,1.0
ELF3_+_201979757.23-P1P2-1,1.0
ELF3_+_201979757.23-P1P2-2,1.0
ELF3_+_201979810.23-P1P2-1,1.0
ELF3_-_201979952.23-P1P2-1,1.0
ELF3_-_201979952.23-P1P2-2,1.0
ELF4_-_129244497.23-P1P2-1,0.9948
ELF4_-_129244497.23-P1P2-2,0.3634
ELF5_-_34535238.23-P1P2-2,1.0
ELF5_-_34535253.23-P1P2-1,1.0
ELF5_-_34535253.23-P1P2-2,1.0
ELF5_-_34535275.23-P1P2-1,1.0
ELF5_-_34535275.23-P1P2-2,1.0
ELK1_+_47509969.23-P1P2-1,0.7186
ELK1_-_47509921.23-P1P2-2,0.9366
ELK1_-_47510006.23-P1P2-2,0.3634
ELK3_+_96588271.23-P1P2-1,1.0
ELK3_+_96588271.23-P1P2-2,1.0
ELK3_-_96588247.23-P1P2-1,1.0
ELK3_-_96588247.23-P1P2-2,1.0
ELK3_-_96588495.23-P1P2-2,1.0
ELK4_+_205601092.23-P1P2-2,0.9731
ELK4_+_205601103.23-P1P2-1,0.9999
ELK4_+_205601103.23-P1P2-2,0.9993
ELK4_-_205600901.23-P1P2-1,0.9997
ELK4_-_205600901.23-P1P2-2,0.4649
ELMSAN1_+_74226762.23-P1-1,1.0
ELMSAN1_-_74226877.23-P1-1,1.0
ELMSAN1_-_74226877.23-P1-2,1.0
ELMSAN1_-_74226927.23-P1-1,1.0
ELMSAN1_-_74226927.23-P1-2,1.0
ELMSAN1_+_74253646.23-P2-1,1.0
ELMSAN1_+_74253646.23-P2-2,1.0
ELMSAN1_-_74253836.23-P2-1,1.0
ELMSAN1_-_74253836.23-P2-2,1.0
ELMSAN1_-_74253843.23-P2-2,1.0
EMX1_-_73143487.23-P2-1,1.0
EMX1_-_73143498.23-P2-1,1.0
EMX1_-_73143498.23-P2-2,1.0
EMX1_-_73143516.23-P2-1,1.0
EMX1_-_73143516.23-P2-2,1.0
EMX1_-_73144708.23-P1-1,1.0
EMX1_-_73144708.23-P1-2,1.0
EMX2_+_119302283.23-P1P2-1,1.0
EMX2_+_119302283.23-P1P2-2,1.0
EMX2_+_119302522.23-P1P2-1,1.0
EMX2_+_119302522.23-P1P2-2,1.0
EMX2_-_119302288.23-P1P2-1,1.0
EMX2_-_119302288.23-P1P2-2,1.0
EN1_+_119605170.23-P1P2-2,1.0
EN1_-_119605187.23-P1P2-1,1.0
EN1_-_119605187.23-P1P2-2,1.0
EN1_-_119605234.23-P1P2-1,1.0
EN1_-_119605234.23-P1P2-2,1.0
EN2_-_155251011.23-P1P2-1,1.0
EN2_-_155251011.23-P1P2-2,0.7476
EN2_-_155251027.23-P1P2-1,0.9531
EN2_-_155251027.23-P1P2-2,0.5649
EN2_-_155251054.23-P1P2-1,0.9999
EN2_-_155251054.23-P1P2-2,0.9531
EOMES_+_27763326.23-P1P2-1,1.0
EOMES_+_27763356.23-P1P2-1,1.0
EP300_+_41487729.23-P1P2-1,1.0
EP300_+_41487729.23-P1P2-2,1.0
EP300_+_41488885.23-P1P2-1,1.0
EP300_+_41488885.23-P1P2-2,1.0
EP300_-_41487921.23-P1P2-2,1.0
EPAS1_+_46524594.23-P1P2-1,1.0
EPAS1_+_46524614.23-P1P2-1,1.0
EPAS1_+_46524614.23-P1P2-2,1.0
EPAS1_-_46524613.23-P1P2-1,1.0
EPAS1_-_46524613.23-P1P2-2,1.0
ERCC6_+_50746795.23-P1P2-2,0.9707
ERCC6_+_50747050.23-P1P2-1,0.9979
ERCC6_+_50747050.23-P1P2-2,0.9214
ERCC6_+_50747057.23-P1P2-1,0.3192
ERCC6_+_50747057.23-P1P2-2,0.8266
ERCC8_+_60240826.23-P1P2-1,0.367
ERCC8_-_60240852.23-P1P2-2,1.0
ERCC8_-_60240888.23-P1P2-1,0.9993
ERCC8_-_60240888.23-P1P2-2,0.9997
ERF_+_42759202.23-P1P2-2,1.0
ERF_+_42759211.23-P1P2-2,1.0
ERG_+_39870167.23-P1-1,1.0
ERG_+_39870167.23-P1-2,0.9854
ERG_-_39870187.23-P1-1,0.661
ERG_-_39870398.23-P1-1,0.9854
ERG_-_39870398.23-P1-2,1.0
ESR1_+_152011744.23-P1-1,1.0
ESR1_+_152011744.23-P1-2,1.0
ESR1_+_152011749.23-P1-1,1.0
ESR1_+_152011749.23-P1-2,1.0
ESR1_-_152011667.23-P1-1,1.0
ESR1_-_152011667.23-P1-2,1.0
ESR1_+_152128836.23-P2-2,0.9979
ESR1_+_152128854.23-P2-1,0.9912
ESR1_-_152128862.23-P2-1,0.9707
ESR2_+_64760839.23-P1P2-2,1.0
ESR2_+_64760909.23-P1P2-1,1.0
ESR2_+_64760909.23-P1P2-2,1.0
ESR2_+_64761007.23-P1P2-1,1.0
ESR2_+_64761007.23-P1P2-2,1.0
ESRRA_+_64073044.23-P1P2-1,0.7186
ESRRA_-_64073077.23-P1P2-1,0.9366
ESRRA_-_64073084.23-P1P2-2,0.3634
ESRRB_+_76874153.23-ENST00000556177.1-1,1.0
ESRRB_+_76874153.23-ENST00000556177.1-2,1.0
ESRRB_-_76873948.23-ENST00000556177.1-1,1.0
ESRRB_-_76873948.23-ENST00000556177.1-2,1.0
ESRRB_-_76873958.23-ENST00000556177.1-1,1.0
ESRRB_-_76873958.23-ENST00000556177.1-2,1.0
ESRRG_+_216978369.23-ENST00000360012.3-1,1.0
ESRRG_+_216978369.23-ENST00000360012.3-2,1.0
ESRRG_+_216978651.23-ENST00000360012.3-1,1.0
ESRRG_+_216978651.23-ENST00000360012.3-2,1.0
ESRRG_-_216978464.23-ENST00000360012.3-1,1.0
